Station,Name,State,Latitude,Longitude,MTS Jan,MTS Feb,MTS Mar,MTS Apr,MTS May,MTS Jun,MTS Jul,MTS Aug,MTS Sep,MTS Oct,MTS Nov,MTS Dec,Events Jan,Events Feb,Events Mar,Events Apr,Events May,Events Jun,Events Jul,Events Aug,Events Sep,Events Oct,Events Nov,Events Dec,MinTemp Jan,MinTemp Feb,MinTemp Mar,MinTemp Apr,MinTemp May,MinTemp Jun,MinTemp Jul,MinTemp Aug,MinTemp Sep,MinTemp Oct,MinTemp Nov,MinTemp Dec
USC00049378,VISTA 2 NNE,CA,33.2294,-117.2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4,46.1,47.7,50.2,54.8,58.1,61.7,62.7,60.9,55.9,49.6,44.9
USC00049440,WARM SPRINGS DAM,CA,38.7161,-122.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,38.5,40.5,43.5,47.4,51.7,51.8,50.8,48.8,45.8,40.8,36.1
USC00049452,WASCO                              HCN,CA,35.5892,-119.3519,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39.3,43.4,47.3,54,59.8,64.8,62.4,57.8,49.1,39.9,34.3
USC00049473,WATSONVILLE WTR WKS,CA,36.9308,-121.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,42.1,43.9,45.5,48.9,51.7,53.7,54.1,52.5,48.4,43,39.4
USC00049490,WEAVERVILLE                        HCN,CA,40.7367,-122.9383,2.6,1.1,0.3,0.1,0,0,0,0,0,0,0.5,3,0.6,0.5,0.2,0.2,0,0,0,0,0,0,0.3,0.8,31.4,31.2,33.1,35.9,41.7,47.1,52.1,50.1,43.5,37.5,33.4,30.7
USC00049621,WHISKEYTOWN RSVR,CA,40.6117,-122.5281,2.4,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,38,39.7,43.2,46.8,54.4,61.1,65.7,64.2,59.6,51.9,43.1,38.2
USC00049684,WILLITS 1 NE,CA,39.4194,-123.3425,0.1,0.4,0.3,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,32,33.7,35,36,39.6,43.8,47,44.9,41.4,36.9,34.1,31.3
USC00049742,WINTERS,CA,38.5253,-121.9778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,41.5,45,48.5,54.2,59,60.7,59.7,57.5,51.4,43.6,38.3
USC00049781,WOODLAND 1 WNW,CA,38.6828,-121.7942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,42.5,45.8,48.5,54,58.6,60.2,59.3,57.6,52.2,44.5,39.4
USC00049822,WRIGHTWOOD,CA,34.3617,-117.6386,10.8,26.6,6.7,7.2,1.6,0,0,0,0,0.5,3.6,5.3,2.2,4.4,1.8,1.8,0.2,0,0,0,0,0.1,0.6,1.7,25.9,24.7,28.4,32.9,40.4,45.1,52.3,50.9,46.5,36.4,29.1,24.5
USC00049855,YOSEMITE PARK HQ                   HCN,CA,37.75,-119.5897,16.8,4.2,5.2,0.8,0,0,0,0,0,0,3.4,5.1,2.3,1.2,1.3,0.4,0,0,0,0,0,0,0.5,1.4,28.6,30.4,33.8,38,44.7,51,56.7,56.2,51,41.8,32.7,28.2
USC00049866,YREKA                              HCN,CA,41.7036,-122.6408,4.5,2.2,0.8,0.2,0,0,0,0,0,0.1,1.4,2.9,1.2,0.6,0.2,0.1,0,0,0,0,0,0,0.4,1,25.3,27.2,30.4,34.9,40.7,46.7,52.6,51.1,44.6,36,29.4,25.1
USC00050109,AKRON 4 E,CO,40.155,-103.1417,4.4,4,5.1,3.5,0.3,0,0,0,0.3,1.6,4.6,6.5,1.6,1.8,1.9,1.1,0.2,0,0,0,0.1,0.5,1.8,2.2,15.8,18.7,26.1,33.2,43.5,52.9,58.9,57.5,47.8,35.5,24.7,15.6
USC00050214,ALTENBERN,CO,39.5008,-108.3794,12,11.1,6.9,3.1,0.5,0,0,0,0,1.4,7.2,15.2,4.8,3.5,2.4,1.3,0.2,0,0,0,0,0.5,2.5,4.9,11.6,17.5,24.5,29.9,37.3,43.9,50.5,49.6,41.4,31.5,21.1,12.5
USC00050263,ANTERO RSVR,CO,38.9933,-105.8919,4.8,5.1,9.5,7.8,2.9,0.1,0,0,0.4,4.1,5.3,5.8,2.1,2.3,3.4,2.7,1,0,0,0,0.2,1.5,2.3,2.5,-5.6,-2.6,8,17.8,26.7,33.7,39.3,38.6,29.2,18,8.3,-3.6
USC00050372,ASPEN 1 SW,CO,39.1853,-106.8381,26.6,26.3,28.7,20.4,8.4,0.9,0,0,1.3,10.6,26.8,28.8,8.4,8.2,8.1,6.6,2.3,0.3,0,0,0.4,3.2,7.7,8.5,9.4,12,19.8,27,35.4,42.3,48.1,47.4,39.6,30.1,19.3,10.2
USC00050454,BAILEY,CO,39.4047,-105.4767,7.9,9.4,18.3,16.4,3.7,0,0,0,1.7,7,11.2,10.1,3,3.1,5.3,3.9,1.3,0,0,0,0.5,1.9,3.3,3.3,8.2,10.1,16.9,23.1,31.2,38.1,43.8,42.9,34.2,24.4,15.8,8.4
USC00050776,BLANCA 4 NW,CO,37.4786,-105.5717,4.7,4.7,6.4,4.7,0.7,0,0,0,0,1.7,4,4.4,1.9,1.8,2.6,2,0.3,0,0,0,0,0.7,1.7,1.7,2,8.7,18.1,24.3,32.8,40.6,46,44.5,36.7,25.1,14.1,3.8
USC00050797,BLUE MESA LAKE,CO,38.4667,-107.1678,12.2,11,5.6,2.9,0.3,0,0,0,0,1,4.9,10,4.5,4.4,2.6,1.4,0.2,0,0,0,0,0.4,1.9,4.1,-1.1,3.2,16,25.3,33.5,40.2,47,46.2,38.2,28,16.9,4.4
USC00050834,BONNY DAM 2NE,CO,39.6567,-102.1192,4.4,4.6,2.8,2.6,0.1,0,0,0,0.3,1.3,2.6,4.3,1.6,1.9,1.6,0.8,0.1,0,0,0,0.1,0.4,0.9,1.8,16.5,18.7,26.4,34.4,45.3,55.3,60.8,59.5,49.5,36.8,25.6,17
USC00050848,BOULDER                            HCN,CO,39.9919,-105.2667,10.7,12.4,17.7,11.7,0.8,0,0,0,1,5.6,14.2,14.2,3,3.9,4.1,2.7,0.2,0,0,0,0.3,1,3,3.3,22.2,23.1,29.2,35.6,43.5,51.3,57.3,56.1,48,37.8,28.5,21.3
USC00050945,BRIGGSDALE,CO,40.635,-104.3267,3,2.1,3.1,0.7,0.2,0,0,0,0.1,0.8,2.3,3.9,1.1,0.9,1,0.4,0.1,0,0,0,0.1,0.3,0.8,1.2,9.7,12.8,21.3,29.9,40.6,49.7,55.5,54.1,42.8,30.8,18,8.8
USC00050950,BRIGHTON 3 SE,CO,39.9436,-104.8361,5.8,4.3,7.6,3.7,0.4,0,0,0,0.6,2.7,6.3,6.3,2.3,1.8,2.4,1.2,0.2,0,0,0,0.2,0.6,2.1,2,14.4,17.3,25.3,33.4,42.9,51.7,57.2,55.7,45.8,34.1,23.1,14.1
USC00051060,BUCKHORN MTN 1E,CO,40.6158,-105.2969,15.7,16.5,34.6,35.3,10.9,0.7,0,0,3.7,13.4,19.2,16.1,3.5,4.4,5.7,6.6,2,0.3,0,0,0.5,2.2,4.1,3.9,19.2,19.1,24.2,28.8,38.1,47.6,54.5,53.4,44.9,34.6,25.6,19
USC00051071,BUENA VISTA 2S,CO,38.8247,-106.1275,5.2,5.6,9,5.8,2.6,0,0,0,0,2,3.8,5.9,1.7,2.1,2.2,2,0.5,0,0,0,0,0.7,1.2,1.5,11.1,14.4,21.6,27.2,36.2,43.8,49.3,47.8,39.4,28.8,20,11.7
USC00051121,BURLINGTON,CO,39.3061,-102.2608,6.4,5.8,8,5.7,0.2,0,0,0,0,2.5,3.7,5.5,2,1.6,1.8,1.2,0.1,0,0,0,0,0.5,1.2,1.7,16.6,18.6,25.2,33.1,44,54.2,59.7,58.2,48.6,36.2,25.2,16.6
USC00051179,BYERS 5 ENE,CO,39.7403,-104.1275,6,5.2,8.5,5.8,0.6,0,0,0,1,3.7,6.3,7,2.6,2.5,2.7,1.8,0.2,0,0,0,0.3,1,2.4,2.7,14.3,17.2,25,32.1,42.1,51.1,57,55.6,46.3,33.9,22.5,13.6
USC00051186,CABIN CREEK,CO,39.6553,-105.7089,11.8,13.7,30.5,24.2,8.7,0.4,0,0.1,2.6,9.6,18.1,18.9,4.9,5.2,6.5,5.9,1.9,0.2,0,0,0.5,2.8,4.2,4.9,11,11.2,15.4,21.7,31.3,39.4,44.9,43.4,36.3,27.7,17.8,11.5
USC00051268,CAMPO 7 S,CO,37.0158,-102.555,5.1,2.8,4.6,1.1,0.1,0,0,0,0,1.4,1.8,6.5,2.1,1.5,1.8,0.5,0,0,0,0,0,0.3,1,2.2,20.6,23.5,30.1,38.8,49.5,59.1,64,62.6,53.3,40.4,29,20.9
USC00051294,CANON CITY                         HCN,CO,38.46,-105.2256,6.8,5.9,7.8,4.3,0.7,0,0,0,0.1,2,5.6,7.6,2,2.2,2.3,1.4,0.2,0,0,0,0,0.5,1.8,2.9,19.3,20.7,26.6,33.6,43.1,52.1,58.3,57.4,48,36.6,26.6,19.1
USC00051401,CASTLE ROCK,CO,39.4106,-104.9058,8.2,7.2,14.7,9.2,0.7,0,0,0,0.3,3.5,7,11,2.2,2.6,3.2,2.8,0.2,0,0,0,0.2,1.1,2.3,2.7,17.8,19.7,26.2,32.7,42,50.3,55.7,54.4,45.8,34.6,24.9,17.6
USC00051440,CEDAREDGE,CO,38.9,-107.9333,15.6,10.8,11.7,1.3,0.1,0,0,0,0,2.7,6.7,11.7,4.8,4.4,4.2,0.5,0.1,0,0,0,0,0.9,2.8,5.5,13.8,19.1,25,30.7,38.5,46.7,53,51.9,43.3,34.5,22.5,15.5
USC00051458,CENTER 4 SSW,CO,37.7067,-106.1444,4.1,3.5,5.4,1.7,0.6,0,0,0,0,1.3,3.1,5.4,1.5,1.2,1.8,0.5,0.2,0,0,0,0,0.3,1.2,1.7,1,7.3,19.7,27,35.9,41.9,46.8,45.7,38.5,27.8,16,3.9
USC00051528,CHEESMAN                           HCN,CO,39.2203,-105.2783,7,7.8,14.1,9.4,1.6,0,0,0,0.5,6,8.2,9.8,3.3,3.1,4.7,2.9,0.8,0,0,0,0.2,1.6,3,3.1,12.4,15,22.1,29.8,38.9,46.8,52.1,50.5,42,31.5,22.1,13.9
USC00051564,CHEYENNE WELLS                     HCN,CO,38.8219,-102.3508,3.9,3.8,3.9,2.8,0.3,0,0,0,0.2,1.5,2.8,3.2,1.6,1.8,1.8,1.2,0.1,0,0,0,0.1,0.7,1.2,1.7,17.6,20.2,27.1,34.4,44.7,54.4,60.2,59.2,49.9,38.1,26.2,17.9
USC00051609,CIMARRON,CO,38.4442,-107.5592,14.5,12.1,11.9,6.3,0.6,0,0,0,0,1.5,10.8,16.4,4.2,3.6,3.8,2,0.3,0,0,0,0,0.5,3.5,5.3,1.3,7.5,18.1,25,31.3,36.4,43.6,43.6,34.9,24.5,15.4,4.6
USC00051660,CLIMAX,CO,39.3672,-106.1897,39.9,37.2,45,38.5,17.7,3.2,0.2,0.1,5.2,21.8,31.5,39.3,11,10.2,11.8,10.6,5.8,1.2,0.1,0.1,1.7,6,9.7,11,1.9,2,6.7,12.9,23.3,32.9,39,37.9,30.3,20,9.3,2
USC00051681,COAL CREEK CANYON,CO,39.8958,-105.3847,16.6,17.5,37.4,45.4,14.7,1.2,0,0,4.3,17.7,15.9,22.6,3.9,5.1,6.6,8.5,3.4,0.4,0,0,0.9,3.1,4.2,4.4,15.5,13.3,19.1,24,32.1,40.4,47.8,45.6,37.8,29.6,21.2,13.9
USC00051713,COCHETOPA CREEK,CO,38.4461,-106.7611,9.4,9.2,7,5.5,1.1,0,0,0,0,1.9,6.5,11.8,4.3,4.6,3.9,2.4,0.5,0,0,0,0,0.8,3.1,4.2,-2.7,3.1,15.3,23.3,30.6,37.5,44.2,43.2,34.2,23.3,12.5,0.8
USC00051772,COLORADO NM,CO,39.1014,-108.7339,6.5,5,3.2,1,0,0,0,0,0,0.6,2.9,6.7,2.5,1.8,1.4,0.5,0,0,0,0,0,0.2,1.2,2.9,22.4,26.9,34.4,40.7,50.3,59.6,65.9,63.3,55,43.3,31.7,23.3
USC00051886,CORTEZ,CO,37.3444,-108.595,7.8,7.6,4.8,1.5,0,0,0,0,0,0.5,3.1,6.6,2.7,2.1,1.3,0.5,0,0,0,0,0,0.2,0.9,1.9,15.9,21.1,27.2,32.6,41,48.6,56.4,55.5,46.9,35.5,25.5,17.5
USC00051932,CRAIG 4SW,CO,40.4506,-107.5894,15.5,13.4,12.2,5.8,0.8,0.1,0,0,0.3,2.9,10.6,14.6,5.7,4.3,4.1,1.8,0.4,0,0,0,0.1,1.2,3.7,5.2,7.3,10.7,20.5,27.9,36.4,43.7,50.2,49.1,39.8,29.5,19.4,8.9
USC00051959,CRESTED BUTTE,CO,38.8739,-106.9769,38.4,38.1,31.9,20.4,7.3,0.6,0,0,1.5,9.3,27.6,41.5,9.6,9.5,9,7.1,2.4,0.2,0,0,0.6,3.2,7.8,9.7,-7.6,-3.3,6.5,18.6,28.5,33.6,38.9,38.7,31.1,22.3,9.1,-4.4
USC00051964,CRESTONE 2 SE,CO,37.9806,-105.6897,10.1,7.1,12.3,10.9,2.2,0,0,0,0,3.8,7.3,8.5,3,2.6,3.7,2.2,0.4,0,0,0,0,1,2,2.7,8.3,13.4,20.8,26.9,35.6,43.3,48.4,47,40,29.7,18.4,8.7
USC00051996,CROOK,CO,40.86,-102.8031,2.6,5,4,2,0.1,0,0,0,0.1,1.1,2.5,4.4,1.5,2.6,2,1.1,0.1,0,0,0,0.1,0.6,1,2.1,13.7,16.1,23.4,31.3,42.3,52.7,58.2,56.3,45.7,33.9,21.2,13.2
USC00052184,DEL NORTE 3ENE                     HCN,CO,37.6908,-106.3083,5.8,6,9.5,4.7,1.3,0,0,0,0,2.3,5.6,6.4,1.8,1.8,2.5,1.4,0.4,0,0,0,0,0.7,1.7,2.2,2.6,7.5,17,23.5,32.6,39.8,45.8,44.5,36.2,26.1,14.2,4.1
USC00052281,DILLON 1 E                         HCN,CO,39.6261,-106.0353,15,15.7,16.7,16.5,5.2,0.8,0,0,1.4,6.2,14.7,15.4,6.5,6.2,6.6,6.3,2.5,0.4,0,0,0.6,2.6,6.3,6.4,1.2,3.3,10.7,18.4,26.9,33.3,38.7,37.9,29.9,21.3,12.1,3.1
USC00052286,DINOSAUR NATL MONUMNT,CO,40.2442,-108.9719,8.2,5.9,3.9,1.9,0.3,0,0,0,0,0.7,4.9,8.8,2.7,2.2,1.9,0.8,0.2,0,0,0,0,0.3,1.8,2.8,11.2,15.6,25.8,32.4,40.9,49.8,56.9,55.2,46.3,35.3,23.5,13
USC00052441,DURANGO,CO,37.2911,-107.8564,19.4,15,5.3,4,0.2,0,0,0,0,1.1,5.7,13.7,4.3,4.5,1.9,1.2,0.1,0,0,0,0,0.4,1.7,3.3,13.4,17.7,24.3,30.4,37.6,45,51.1,50.3,43.3,32.7,22.9,14.2
USC00052759,ESTES PARK,CO,40.3767,-105.4858,6.9,12.2,15.2,14.4,2.3,0.3,0,0,2.3,4.3,10.9,6.3,2.1,3.3,4.1,3.4,0.8,0.1,0,0,0.7,1.1,3.6,2.5,18.9,17,23,28.3,36.3,42.5,47.9,46.8,39.9,31.4,24.2,16.8
USC00052790,EVERGREEN,CO,39.6381,-105.315,8.6,9.3,20,13.8,2.8,0,0,0,1.2,6.6,12.1,8.4,3,3.1,4.9,3.4,1,0,0,0,0.4,1.6,3,3.1,12.1,13.7,20.8,27.1,35.7,43,48.7,47.7,39,28.5,20.1,12.3
USC00052932,FLAGLER 1S,CO,39.2814,-103.0614,4,4,5.9,4.8,1,0,0,0,0.4,1.8,3.4,4.7,1.4,1.4,1.8,1,0.2,0,0,0,0.1,0.5,1.4,1.7,14,16.4,24.5,31.9,42.4,52.1,57.9,56.6,47.4,35,22.6,15
USC00052947,FLEMING 3SW,CO,40.6483,-102.8594,3.5,5.3,4.9,4.4,0,0,0,0,0.3,2.4,4.4,7,1.3,2.2,1.4,1.3,0,0,0,0,0.1,0.5,1.2,2.1,16,17.4,24.6,31.8,42.9,52.6,58.9,57.3,46.9,34.8,23.5,14.3
USC00053005,FT COLLINS                         HCN,CO,40.5764,-105.0858,7.9,6.9,12.6,6.2,0.7,0,0,0,0.9,3.6,8.6,8.4,2.5,2.3,3.1,1.7,0.2,0,0,0,0.2,0.9,2.3,2.3,17.9,20.9,28.2,35.5,44.5,52.6,58.5,56.7,47.5,36.4,25.9,17.7
USC00053006,FT COLLINS 4 E,CO,40.5756,-105.0236,6.8,5.9,10.8,4.9,1.1,0,0,0,0.9,3.5,5.9,7.4,2.1,2.1,3.1,1.9,0.4,0,0,0,0.3,0.7,1.8,2,14.9,18.4,25.6,33.7,43.4,51.8,57.4,55.6,46.1,34.1,22.9,14.9
USC00053016,FT LEWIS,CO,37.2308,-108.0514,21.8,18.3,11.8,5.4,0.5,0,0,0,0,1.4,12.6,16.6,4.5,4.5,3.5,1.5,0.2,0,0,0,0,0.5,2.5,4,11.4,15.2,22.1,28.1,34.7,42.1,50.3,49.7,41.9,31.3,21.3,12.9
USC00053038,FT MORGAN                          HCN,CO,40.26,-103.8156,5,2.3,5.3,2,0,0,0,0,0.3,1,2.8,5.7,1.3,1.1,1.7,0.8,0,0,0,0,0,0.3,1,2.1,10.4,13.7,23.7,32.1,43.1,52.3,58.3,56.1,45.9,32.7,20,10.6
USC00053116,FRASER,CO,39.9425,-105.8172,24.5,24,20.3,17.3,3,0.2,0,0,1.2,9.4,17,26,9,7.8,6.4,4.9,0.9,0.1,0,0,0.5,2.9,6.2,7.9,-1.8,0.3,10.1,18.5,26.5,31.5,36.6,35.7,28.6,20.6,9,-0.7
USC00053146,FRUITA                             HCN,CO,39.1653,-108.7331,2.7,1.1,0.2,0.2,0,0,0,0,0,0.1,0.9,2.6,1,0.6,0.2,0,0,0,0,0,0,0,0.3,0.9,13.4,20.9,28.6,35.1,44,51.9,59,57.4,47,35.1,24.9,16.6
USC00053246,GATEWAY,CO,38.6825,-108.9722,4.3,1.2,1.6,0.5,0,0,0,0,0,0,0.8,2.9,1.8,0.6,0.7,0.2,0,0,0,0,0,0,0.5,1.6,19.1,24.8,31.9,38.6,46.6,55.2,61.9,59.9,51.8,39.4,28.7,20.2
USC00053258,GENOA,CO,39.2775,-103.4958,4.8,3.9,5.6,6.2,0.9,0,0,0,0.2,2.5,5.8,3.6,1.6,1.5,1.9,1.8,0.4,0.1,0,0,0.1,0.9,2,1.6,17.4,18.3,25.8,33.2,43.2,52.7,58.8,57.5,48.3,36.7,25.1,17.3
USC00053261,GEORGETOWN,CO,39.7053,-105.6997,12.6,11,20.8,22.1,6.2,0.2,0,0,2.1,7.1,11.8,13.8,3.9,3.5,5.8,5.9,1.9,0.1,0,0,0.5,1.9,3.5,4.5,13.2,13.3,18.6,24.7,33.9,41,47.6,45.6,37.5,29.4,20.5,14.1
USC00053359,GLENWOOD SPGS #2,CO,39.5181,-107.3172,12.4,7.4,4.2,1,0.2,0,0,0,0,1.1,5,14.8,4.9,2.9,1.2,0.7,0.1,0,0,0,0,0.5,2.4,4.2,13.4,18.5,26.6,32.1,39.2,46,52.8,52,43.6,33.2,23.9,14.9
USC00053489,GRAND JUNCTION 6 ESE,CO,39.0422,-108.4664,3.4,2.6,1.5,0.5,0,0,0,0,0,0.2,1.8,4.1,1.2,0.9,0.5,0.2,0,0,0,0,0,0.1,0.8,1.5,18.5,24.6,32.9,39.8,49,57.8,64.1,62,53.2,40.8,29.4,19.9
USC00053530,GRANT,CO,39.4608,-105.6786,10.1,10.4,19.5,13.7,3.8,0,0,0,1.4,6.6,13.4,11.7,4.2,3.7,6.5,4.4,1.7,0,0,0,0.5,2.2,3.7,4.6,9.6,10.4,16.8,23.5,31.6,38.4,44,42.8,34.8,26.3,17.2,9.8
USC00053541,GREAT SAND DUNES NM,CO,37.7333,-105.5119,7.4,6.7,10,7,1.2,0,0,0,0,2.6,5.6,6.5,2.3,2.2,2.9,2.2,0.4,0,0,0,0,0.9,1.8,2.8,9.4,14,22.4,28.5,37.6,45.9,51,49.3,42.4,31.6,20.3,10.5
USC00053553,GREELEY UNC,CO,40.4022,-104.6992,6.3,4.4,8.3,4.7,0.7,0,0,0,0.7,2.8,6.9,6,2.2,1.8,2.5,1.6,0.2,0,0,0,0.3,0.8,2,2.2,16.6,20,27.6,35.1,44.6,53.1,58.6,56.9,47.6,36,25.3,16.6
USC00053592,GREEN MT DAM,CO,39.8789,-106.3333,8.4,11.9,9.8,5.9,1.6,0,0,0,0.1,2.8,7.6,8.8,3.7,3.9,4.1,2.3,0.6,0,0,0,0.2,1.1,3.6,3.3,1.5,4.8,14.6,24.3,32.4,39,43.8,43.1,35,26.1,15.5,5.7
USC00053629,GROSS RSVR,CO,39.9364,-105.3503,9.8,11.4,24.2,19.9,3.6,0.1,0,0,1.4,7.5,13.7,14.7,3.6,3.8,5.6,4.3,1.2,0,0,0,0.5,1.6,3.8,3.9,16.2,17,22.8,28.7,37,44.2,50.2,49.1,39.4,31.7,23.3,15.5
USC00053662,GUNNISON 3SW                       HCN,CO,38.5253,-106.9672,9.8,8.9,5.4,3.4,0.8,0,0,0,0,1.2,5.2,11,3.6,3.4,2.5,1.6,0.3,0,0,0,0,0.5,1.8,3.8,-6.9,0,14.3,22.3,30.1,36.4,43.2,42.2,32.9,22.1,10.9,-2
USC00053867,HAYDEN,CO,40.4925,-107.2547,24.8,18.4,14,9.7,1.3,0,0,0,0.3,5.4,17.7,23.5,8.7,6.9,5.5,3.5,0.7,0,0,0,0.1,1.9,6,7.8,8.3,11.8,21.6,29.3,37,43.6,50,49.1,40.6,30.6,20.4,9.9
USC00053951,HERMIT 7 ESE                       HCN,CO,37.7717,-107.1097,9.7,8.8,10.2,9.1,0.9,0,0,0,0.2,3.9,7.2,9,2.4,2.5,2.8,2,0.3,0,0,0,0.1,0.9,1.9,2.2,-3.5,-0.1,8.8,18.9,28.1,33.8,41.1,40.5,32.1,22.7,10.2,-1.7
USC00054054,HOHNHOLZ RCH,CO,40.9678,-106.0003,12.2,13.1,18.4,17.2,8.2,0.9,0,0,2.3,9.3,12.8,12.8,4.4,5.2,6,5.6,2,0.3,0,0,0.6,2.2,4.7,4.6,7.2,7.5,15.6,21.3,29,36.5,41.5,39.3,31,22.3,15.1,7.1
USC00054076,HOLLY                              HCN,CO,38.0517,-102.1317,5.2,3.7,5.5,1.4,0,0,0,0,0,0.6,2,4,1.6,1.3,1.4,0.5,0,0,0,0,0,0.1,0.6,1.4,13.5,17.2,25.2,34.5,46,56.7,61.7,60.5,50.4,36.2,23.6,14.4
USC00054082,HOLYOKE,CO,40.5453,-102.3411,5.2,4.7,5.7,3.5,0,0,0,0,0.4,1.5,4.8,5.8,1.8,2,2.1,1.2,0,0,0,0,0.2,0.5,1.7,1.8,13.2,15.8,23.1,32,43.3,53.2,58.7,57,46.5,33.7,21.7,12.8
USC00054135,HOURGLASS RSVR,CO,40.5831,-105.6319,15.7,15,27.5,28.1,11.7,1.9,0,0,3.1,12.1,20.2,17.9,7,7.3,7.7,8.6,3.7,0.7,0,0,1,3.9,7.1,7.4,11.3,10.9,15.9,20.8,29,37.9,43.9,42.2,34.9,26.7,18.6,11.7
USC00054242,IDALIA,CO,39.7033,-102.2939,5.3,3.8,6.5,3.4,0.2,0,0,0,0.2,2.8,3.8,2.8,1.6,1.6,2,1.1,0.1,0,0,0,0.1,0.5,1.6,1.9,15.8,18,25.6,33.3,44.2,53.4,60,58.5,48,36,24.6,16.2
USC00054380,JOES,CO,39.6553,-102.6803,5.5,3.4,3.8,3.6,0.7,0,0,0,0.2,2.3,4.6,6.2,2,1.6,1.7,1.2,0.2,0,0,0,0.1,0.6,1.7,2,14.7,17.6,25.2,33.2,44.4,54,59.4,57.8,47.9,35.7,24.1,15.3
USC00054413,JULESBURG,CO,40.9931,-102.2625,4.5,4.4,3.7,2.6,0.1,0,0,0,0.2,1.7,4.6,4.7,1.9,1.6,1.4,1.1,0,0,0,0,0,0.5,1.4,1.7,15.6,19.5,26.7,34.5,44.9,54.4,60.8,59.1,48.1,36,25,15.8
USC00054444,KARVAL,CO,38.7411,-103.5428,4.2,3.1,4.9,2.7,0.3,0,0,0,0.1,1.4,3.1,4.5,1.7,1.4,1.5,0.9,0.1,0,0,0,0,0.3,1.3,2,15.8,18.4,25.6,33.2,42.9,52.2,58.1,57,47.4,35.3,24.3,16.1
USC00054452,KASSLER,CO,39.49,-105.0953,9.2,8.7,13.4,8,0.5,0,0,0,0.7,4.2,9.9,15.4,3.6,3.2,4.2,2.3,0.2,0,0,0,0.2,1,3,3.6,18.3,20.1,26.8,34.4,44.2,53.3,60.3,58.8,48.7,36.9,26.5,17.1
USC00054538,KIM 15 NNE,CO,37.4536,-103.3219,6.7,4.8,8.2,5.1,1.3,0,0,0,0.2,2.3,5.4,7.7,2.1,1.6,2.4,1.6,0.2,0,0,0,0.1,0.7,1.7,2.1,17.1,20.2,28,35,45.5,55.3,60.3,58.6,49.9,36.3,26.3,16.6
USC00054546,KIM 10SSE,CO,37.115,-103.2986,4.6,2.4,6.3,4.3,1.6,0,0,0,0,1.8,3.5,5.3,1.5,1,2,1.3,0.2,0,0,0,0,0.4,1.4,1.7,19.3,21.7,29.4,36.3,47,56,60.8,59.4,50.7,38.3,27.1,19.9
USC00054603,KIT CARSON,CO,38.7658,-102.8031,3.3,2.1,2.5,0.8,0,0,0,0,0.1,0.1,2.1,3.5,0.9,0.7,0.9,0.4,0,0,0,0,0.1,0,0.8,1.2,10.9,15,23.4,31.3,43.1,53.2,58.4,57,46.7,32.6,21.1,11.7
USC00054664,KREMMLING,CO,40.0575,-106.3681,11.3,9.4,6.9,4.9,1.2,0.1,0,0,0.2,3.3,8.5,10,3.8,3.3,2.4,1.5,0.4,0,0,0,0.1,1.1,2.6,3.3,-1.3,2.5,16.7,24.6,32.4,38.8,44.6,43.2,34.3,24.1,14.3,2.1
USC00054724,LA JUNTA,CO,37.9825,-103.5439,7.3,5.6,7.2,1.4,0,0,0,0,0,2.9,1.9,7.1,1.8,1.5,2.2,0.8,0,0,0,0,0,0.5,0.8,2.9,14.8,19.1,27.5,35.9,46.6,56.4,61.9,60.5,50.5,37.3,25,15.4
USC00054726,LA JUNTA 20 S,CO,37.7511,-103.4775,4.3,4.1,5.7,2.3,0.4,0,0,0,0.1,1.4,3.2,6.8,1.7,1.5,1.2,0.6,0,0,0,0,0.1,0.2,1.1,2.2,17.4,20.3,29.1,37.5,47.7,57.9,63.4,61.8,52,37.9,26.9,17.8
USC00054734,LAKE CITY,CO,38.0247,-107.3147,13.8,10.5,12.6,8.2,4,0,0,0,0.6,3.4,12.4,13.2,4.5,3.5,5.3,2.9,1.3,0,0,0,0.1,1.2,4,4.3,1.1,6.2,16.1,24.5,32.4,39.7,46,44.8,37.2,27.3,14.6,3.2
USC00054742,LAKE GEORGE 8 SW,CO,38.9075,-105.4706,6.6,5.3,13.5,11.1,3.1,0,0,0,0.9,4.8,6.3,7.7,2.6,2.2,4.4,3.7,1.1,0,0,0,0.3,1.5,2.3,2.5,-1.7,1.3,12.2,22.4,32.1,39.9,46,45.3,36.1,25.5,14.6,1.4
